기업명,업종명,평가연도,총자산규모,부채비율,자기자본비율,매출액증가율,현금흐름,PBR,ESG_-,ESG_A,ESG_A+,ESG_B,ESG_B+,ESG_B이하,ESG_C,ESG_D,E_-,E_A,E_A+,E_B,E_B+,E_B+ 이하,E_C,E_D,S_-,S_A,S_A+,S_B,S_B+,S_B이하,S_C,S_D,G_-,G_A,G_A+,G_B,G_B+,G_B이하,G_C,G_D,배당기업구분
넥센,서비스업,2013,27.391741554105575,-0.3251987989926519,1.032647442911191,0.020295570807136676,0.0850690706258453,-0.31763501896904384,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
넥센타이어,화학,2013,28.463848765109972,0.06626376414723165,-0.8645116570774402,-0.027115249706581808,0.37064339437276334,0.24769218341537808,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,중배당기업
노루페인트,화학,2013,26.994042121539366,-0.08252164136972324,-0.44752801402984055,-0.024233680368616017,-0.04124459877959465,-0.6808340596070803,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,중배당기업
노루홀딩스,서비스업,2013,27.471350595271602,-0.12646669785152428,-0.2798027497872307,-0.022477724053293107,0.1624795076636959,-0.41238259478766204,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
녹십자,의약품,2013,27.730200891000866,-0.32801128260748713,1.0624652676654327,-0.015423882444731004,-0.05544946077134792,0.2571669409972398,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
녹십자홀딩스,서비스업,2013,28.115989932938042,-0.28748138480084323,0.675299449372075,-0.015228776187472905,-0.1270443831655004,-0.15656414007739297,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
농심,음식료품,2013,28.426450035222793,-0.2915494414580157,0.710242212755952,-0.035684916852303,0.16031971575356896,-0.22604569567771288,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,고배당기업
농심홀딩스,서비스업,2013,27.657971421912567,-0.30397961457715367,0.8220590555843589,-0.009090433170660347,-0.2966338144091184,-0.5829282312611748,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
다우기술,서비스업,2013,29.20989002412885,0.37704320358652843,-1.3495172128456534,-0.030912317636297156,1.172615616620486,0.055038779250854306,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
대교,서비스업,2013,27.459391734357133,-0.33120043813502353,1.0969421275375253,-0.0347093855660125,0.4244389634901987,-0.21657093809585112,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
대구백화점,유통업,2013,26.93714297628309,-0.3442081748536367,1.2446335407733788,-0.03979715642835836,0.35742626203445105,-0.7534738677346875,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
대림통상,기계,2013,26.261282445919868,-0.1734251296349345,-0.06688484490147317,-0.032142987874386714,-0.09701247556201599,-0.7218913424618149,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
대상,음식료품,2013,28.18426235237058,-0.04590913145517135,-0.5691288306057326,-0.025749505905775103,0.12661818393865407,0.23190092077894162,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,중배당기업
대상홀딩스,서비스업,2013,28.367932958712114,-0.07287884040457376,-0.4810730668783625,1.1131607585779353,0.12230768941984811,-0.4692311402788329,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
대성산업,유통업,2013,28.4502432223186,0.6278313630629552,-1.5698895739199712,-0.03076223589994477,-0.6258617729216105,-0.6871505646616547,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
대성에너지,전기가스업,2013,27.20482890180541,-0.06062444751136297,-0.522072575915445,-0.02346826351321885,-0.034793980387252586,-0.6303020191704839,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
대성홀딩스,서비스업,2013,27.761360126820605,-0.0810902881014589,-0.4526529526594758,-0.018170378219979653,-0.0036878242246322092,-0.6239855141159094,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
대신증권,증권,2013,30.10626751656395,1.123983606472912,-1.8228751808192414,-0.08875381882650642,-0.2823353841288314,-0.6682010494979312,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
대양금속,철강금속,2013,25.343219201298844,0.6314474134248863,-1.5722190914788965,-0.017374945017312012,0.08365865250167685,0.9267164767821416,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
대영포장,종이목재,2013,26.042155235703135,-0.23105593227821072,0.25878170983626103,-0.03633026831861826,0.06812099789922686,-0.5134466756608548,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
대우건설,건설업,2013,29.94576324054643,0.29954923541347817,-1.257734221024003,-0.019356023937163496,-0.4984430664831085,-0.11866510974994565,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,무배당기업
대우조선해양,운수장비,2013,30.450994109950695,0.7800821501767606,-1.6658656973476869,-0.018005288309992026,-0.6181215814203698,0.3203319915429852,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,무배당기업
대웅,서비스업,2013,27.523960715173256,-0.3299699765535331,1.083430925695759,0.21493657468254507,0.2794449266574779,-0.19130491787755294,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
대웅제약,의약품,2013,27.084590718413516,-0.32635392619160203,1.0447609342176019,-0.02651492276117227,0.16814707179681457,0.23505917330622897,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
대원강업,운수장비,2013,27.786477668447077,-0.0549743688208457,-0.540242812875061,-0.028015740124696122,0.025811970627387125,-0.13129811985909476,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
대원전선,전기전자,2013,26.12887859557103,0.09358503354848849,-0.9232154995623535,-0.01943106480533969,-0.005295008722709792,-0.4408068675332475,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
대원제약,의약품,2013,25.799313888674128,-0.33207933926465955,1.1062601977732252,-0.00704932155626791,0.15936494122698114,-0.03339229151318927,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
대원화성,화학,2013,25.416689929331316,0.1037049522697261,-0.9441811575926795,-0.04494495998524518,-0.3308994275919913,0.02345625397798169,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
대유에이텍,운수장비,2013,26.806972550952846,0.40536893142165514,-1.3793350375998952,-0.014808547325686225,-0.061831246741413104,-0.09971559458622199,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
대창,철강금속,2013,27.2122214986048,0.23255185787436672,-1.1659512292023526,-0.03461933652420107,-0.3365843168367119,-0.5987194938976111,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,무배당기업
